name	compactsave	version	level	ShowLevel	levelreq	reqstr	reqdex	rarity	spawnable	DropConditionCalc	speed	nodurability	cost	gamble cost	code	alternategfx	namestr	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	Transmogrify	TMogType	TMogMin	TMogMax	useable	type	type2	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldescstr2	spelldesccalc	spelldesccolor	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	EventItem	UICatOverride	diablocloneweight	AdvancedStashStackable	UsageConditionCalc
JM convenience selector 36b	1	100	1	0	1			1	1		0	1	1	0	36b	rsc	jm_selector_36b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 375	1	100	1	0	1			1	1		0	1	1	0	375	rsc	jm_selector_375	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 376	1	100	1	0	1			1	1		0	1	1	0	376	rsc	jm_selector_376	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 378	1	100	1	0	1			1	1		0	1	1	0	378	rsc	jm_selector_378	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 37s	1	100	1	0	1			1	1		0	1	1	0	37s	rsc	jm_selector_37s	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 382	1	100	1	0	1			1	1		0	1	1	0	382	rsc	jm_selector_382	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 300	1	100	1	0	1			1	1		0	1	1	0	300	rsc	jm_selector_300	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 306	1	100	1	0	1			1	1		0	1	1	0	306	rsc	jm_selector_306	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 307	1	100	1	0	1			1	1		0	1	1	0	307	rsc	jm_selector_307	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30f	1	100	1	0	1			1	1		0	1	1	0	30f	rsc	jm_selector_30f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30m	1	100	1	0	1			1	1		0	1	1	0	30m	rsc	jm_selector_30m	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30o	1	100	1	0	1			1	1		0	1	1	0	30o	rsc	jm_selector_30o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30w	1	100	1	0	1			1	1		0	1	1	0	30w	rsc	jm_selector_30w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 317	1	100	1	0	1			1	1		0	1	1	0	317	rsc	jm_selector_317	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31e	1	100	1	0	1			1	1		0	1	1	0	31e	rsc	jm_selector_31e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31o	1	100	1	0	1			1	1		0	1	1	0	31o	rsc	jm_selector_31o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31y	1	100	1	0	1			1	1		0	1	1	0	31y	rsc	jm_selector_31y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 327	1	100	1	0	1			1	1		0	1	1	0	327	rsc	jm_selector_327	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32f	1	100	1	0	1			1	1		0	1	1	0	32f	rsc	jm_selector_32f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32l	1	100	1	0	1			1	1		0	1	1	0	32l	rsc	jm_selector_32l	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32q	1	100	1	0	1			1	1		0	1	1	0	32q	rsc	jm_selector_32q	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32s	1	100	1	0	1			1	1		0	1	1	0	32s	rsc	jm_selector_32s	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32x	1	100	1	0	1			1	1		0	1	1	0	32x	rsc	jm_selector_32x	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 332	1	100	1	0	1			1	1		0	1	1	0	332	rsc	jm_selector_332	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 336	1	100	1	0	1			1	1		0	1	1	0	336	rsc	jm_selector_336	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33d	1	100	1	0	1			1	1		0	1	1	0	33d	rsc	jm_selector_33d	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33o	1	100	1	0	1			1	1		0	1	1	0	33o	rsc	jm_selector_33o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33r	1	100	1	0	1			1	1		0	1	1	0	33r	rsc	jm_selector_33r	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33y	1	100	1	0	1			1	1		0	1	1	0	33y	rsc	jm_selector_33y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34b	1	100	1	0	1			1	1		0	1	1	0	34b	rsc	jm_selector_34b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 350	1	100	1	0	1			1	1		0	1	1	0	350	rsc	jm_selector_350	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 351	1	100	1	0	1			1	1		0	1	1	0	351	rsc	jm_selector_351	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 355	1	100	1	0	1			1	1		0	1	1	0	355	rsc	jm_selector_355	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 36e	1	100	1	0	1			1	1		0	1	1	0	36e	rsc	jm_selector_36e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 36g	1	100	1	0	1			1	1		0	1	1	0	36g	rsc	jm_selector_36g	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 36v	1	100	1	0	1			1	1		0	1	1	0	36v	rsc	jm_selector_36v	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 36x	1	100	1	0	1			1	1		0	1	1	0	36x	rsc	jm_selector_36x	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 371	1	100	1	0	1			1	1		0	1	1	0	371	rsc	jm_selector_371	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 377	1	100	1	0	1			1	1		0	1	1	0	377	rsc	jm_selector_377	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 37f	1	100	1	0	1			1	1		0	1	1	0	37f	rsc	jm_selector_37f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 37q	1	100	1	0	1			1	1		0	1	1	0	37q	rsc	jm_selector_37q	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 37u	1	100	1	0	1			1	1		0	1	1	0	37u	rsc	jm_selector_37u	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30c	1	100	1	0	1			1	1		0	1	1	0	30c	rsc	jm_selector_30c	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0											1	1																																																																										0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30i	1	100	1	0	1			1	1		0	1	1	0	30i	rsc	jm_selector_30i	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 30z	1	100	1	0	1			1	1		0	1	1	0	30z	rsc	jm_selector_30z	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31g	1	100	1	0	1			1	1		0	1	1	0	31g	rsc	jm_selector_31g	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 31u	1	100	1	0	1			1	1		0	1	1	0	31u	rsc	jm_selector_31u	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 321	1	100	1	0	1			1	1		0	1	1	0	321	rsc	jm_selector_321	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 326	1	100	1	0	1			1	1		0	1	1	0	326	rsc	jm_selector_326	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32n	1	100	1	0	1			1	1		0	1	1	0	32n	rsc	jm_selector_32n	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 32p	1	100	1	0	1			1	1		0	1	1	0	32p	rsc	jm_selector_32p	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33b	1	100	1	0	1			1	1		0	1	1	0	33b	rsc	jm_selector_33b	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33f	1	100	1	0	1			1	1		0	1	1	0	33f	rsc	jm_selector_33f	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 33w	1	100	1	0	1			1	1		0	1	1	0	33w	rsc	jm_selector_33w	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 343	1	100	1	0	1			1	1		0	1	1	0	343	rsc	jm_selector_343	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 348	1	100	1	0	1			1	1		0	1	1	0	348	rsc	jm_selector_348	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34e	1	100	1	0	1			1	1		0	1	1	0	34e	rsc	jm_selector_34e	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34o	1	100	1	0	1			1	1		0	1	1	0	34o	rsc	jm_selector_34o	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34t	1	100	1	0	1			1	1		0	1	1	0	34t	rsc	jm_selector_34t	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34y	1	100	1	0	1			1	1		0	1	1	0	34y	rsc	jm_selector_34y	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 34z	1	100	1	0	1			1	1		0	1	1	0	34z	rsc	jm_selector_34z	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
JM convenience selector 353	1	100	1	0	1			1	1		0	1	1	0	353	rsc	jm_selector_353	16	1	1	0	0	0	flpgsw	invgswe		0	xxx			0	torc		item_scroll	10	item_scroll	0	0	5	0	1	0	0	0	0	0			0	0	-1																0	0	0	non	0																																																																																						0	0	0	xxx	xxx			1	0			scrlt			
